ENG:ESD data,AX1468890,RES 22R 1/2W 1% 1206 SMD,,CRCW120622R0FK*HP,Vishay,Y,PL01,REEL,VISHAY,Axis,CHO,AVL,Camel,2019-06-24,ECN:600035182,,CREATION IN PROGRESS,CRCW120622R0FKEAHP,,,,,2019-06-24 09:41:43,Walkiewicz Agnieszka,2019-07-02 11:54:09,OMIECZYNSKI BARTOSZ,2019-07-02 11:54:09,,RESISTOR,SMT,SMD,1206,3.20,1.60,0.55,,1,,,,,,,No,1,1926,,,,,,,,,
ENG:ESD data,AX1468890,RES 22R 1/2W 1% 1206 SMD,,CRCW120622R0FK*HP,Vishay,Y,PL01,REEL,VISHAY,Axis,CHO,AVL,Camel,2019-06-24,ECN:600035182,,CREATION IN PROGRESS,CRCW120622R0FKEBHP,,,,,2019-06-24 09:41:43,Walkiewicz Agnieszka,2019-07-02 11:54:09,OMIECZYNSKI BARTOSZ,2019-07-02 11:54:09,,RESISTOR,SMT,SMD,1206,3.20,1.60,0.55,,1,,,,,,,No,1,1926,,,,,,,,,
ENG:ESD data,AX1468890,RES 22R 1/2W 1% 1206 SMD,,CRCW120622R0FK*HP,Vishay,Y,PL01,REEL,VISHAY,Axis,CHO,AVL,Camel,2019-06-24,ECN:600035182,,CREATION IN PROGRESS,CRCW120622R0FKECHP,,,,,2019-06-24 09:41:43,Walkiewicz Agnieszka,2019-07-02 11:54:09,OMIECZYNSKI BARTOSZ,2019-07-02 11:54:09,,RESISTOR,SMT,SMD,1206,3.20,1.60,0.55,,1,,,,,,,No,1,1926,,,,,,,,,
ENG:ESD data,AX1468890,RES 22R 1/2W 1% 1206 SMD,,CRGP1206F22R0,TE,Y,PL01,REEL,TYCO,Axis,CHO,AVL,Camel,2019-06-24,CRGP1206F22R,ECN:600035182,USED,CRGP1206F22R,,MPN-KWI232436,15,2018-11-30,2018-11-22 13:14:16,Walkiewicz Agnieszka,2019-07-02 11:40:50,OMIECZYNSKI BARTOSZ,2019-07-02 11:40:50,2018-11-30 11:42:55,RESISTOR,SMT,SMD,1206,3.20,1.60,0.50,,1,,,,,10000,C7,No,0,1847,,,,,,,,,
ENG:ESD data,AX1468890,RES 22R 1/2W 1% 1206 SMD,,CRM1206-FX-22R0ELF,BOURNS,N,PL01,REEL,BOURNS,Axis,CHO,AVL,Camel,2019-06-24,CRM1206-FX-22R0ELF,ECN:600035182,USED,CRM1206-FX-22R0ELF,,MPN-KWI194166,3,2017-01-05,2016-06-16 22:54:53,Walkiewicz Agnieszka,2019-07-02 11:40:04,OMIECZYNSKI BARTOSZ,2019-07-02 11:40:04,2017-01-08 19:03:27,RESISTOR,SMT,SMD,R1206,3.20,1.60,0.50,,Not required,,,,,10000,C7,No,0,1624,,,,,,,,,
ENG:ESD data,AX1468890,RES 22R 1/2W 1% 1206 SMD,,ESR18*F22R0,ROHM,Y,PL01,REEL,ROHM,Axis,CHO,AVL,Camel,2019-06-24,ESR18EZPF22R0,ECN:600035182,USED,ESR18EZPF22R0,,MPN-KWI232435,16,2018-11-30,2018-11-22 13:14:16,Walkiewicz Agnieszka,2019-07-02 11:41:00,OMIECZYNSKI BARTOSZ,2019-07-02 11:41:00,2018-11-30 11:42:55,RESISTOR,SMT,SMD,1206,3.20,1.60,0.50,,1,,,,,10000,C7,No,0,1847,,,,,,,,,
ENG:ESD data,AX1468890,RES 22R 1/2W 1% 1206 SMD,,RC1206F*-*W22R0L,Yageo,N,PL01,REEL,YAGEO,Axis,CHO,AVL,Camel,2019-06-28,RC1206FR-7W22RL,niewłściwy MPN customer MPN to Ic w opisie CONN,USED,RC1206FR-7W22RL,,MPN-KWI184983,1,2015-09-23,2015-09-15 13:14:09,Piernicka Danuta,2019-07-02 11:39:21,OMIECZYNSKI BARTOSZ,2019-07-02 11:39:21,2015-09-23 10:39:22,RESISTOR,SMT,SMD,R1206,3.20,1.60,0.55,,1,,,,,10000,C7,No,1,1538,,,,,,,,,
ENG:ESD data,AX1468890,RES 22R 1/2W 1% 1206 SMD,,WF12P22R0F*L,Walsin,Y,PL01,REEL,WALSIN,Axis,CHO,AVL,Camel,2019-06-24,WF12P22R0FTL,ECN:600035182,USED,WF12P22R0FTL,,MPN-KWI209589,11,2018-04-18,2017-11-20 11:34:09,Niedostatkiewicz Malgorzata,2019-07-02 11:40:34,OMIECZYNSKI BARTOSZ,2019-07-02 11:40:34,2018-04-18 12:41:00,RESISTOR,SMT,SMD,1206,3.20,1.60,0.55,,Not required,,,,,10000,C7,No,0,1747,,,,,,,,,
ENG:ESD data,AX1468890,RES 22R 1/2W 1% 1206 SMD,,WHPC1206-22R0F*,WELWYN,Y,PL01,REEL,WELWYN,Axis,CHO,AVL,Camel,2019-06-24,WHPC1206-22R0F*,ECN:600035182,USED,WHPC1206-22RFT5,,MPN-KWI201858,9,2017-07-18,2017-07-03 23:09:55,Niedostatkiewicz Malgorzata,2019-07-02 11:40:19,OMIECZYNSKI BARTOSZ,2019-07-02 11:40:19,2017-07-18 08:22:34,RESISTOR,SMT,SMD,1206,3.20,1.60,0.50,,Not required,,,,,10000,C7,No,0,1727,,,,,,,,,
ENG:ESD data,AX1534408,CONN HEADER 125V 2A 6P 2MM STR WT4~,,035362-0660,MOLEX,Y,PL01,BULK,MOLEX,Axis,CHO,AVL,camel,2019-06-03,,,CREATION IN PROGRESS,035362-0660,,,,,2019-06-03 09:13:56,Walkiewicz Agnieszka,2019-06-21 10:15:01,Nagorski Tomasz,2019-06-21 10:15:01,,CONNECTOR,MCP,THRU,CON6PIN,,,,,Not required,,,,,,,No,1,1923,,,,,,,,,
